CHR_ID,CHR_POS,STRONGEST SNP-RISK ALLELE,CONTEXT,MAPPED_TRAIT
13,109700504,rs1078563-C,intron_variant,colorectal cancer
13,110426525,rs4600332-G,intron_variant,colorectal cancer
14,50892940,rs28611105-G,non_coding_transcript_exon_variant,colorectal cancer
14,52024937,rs1497077-C,intron_variant,colorectal cancer
14,53952388,rs35107139-C,intron_variant,colorectal cancer
14,53978439,rs4901473-A,regulatory_region_variant,colorectal cancer
14,58722643,rs17094983-A,intron_variant,colorectal cancer
14,58741719,rs8020436-A,intron_variant,colorectal cancer
14,99316600,rs80158569-A,regulatory_region_variant,colorectal cancer
15,32707605,rs1554865-T,regulatory_region_variant,colorectal cancer
15,32717373,rs1919364-G,non_coding_transcript_exon_variant,colorectal cancer
15,32864185,rs17816465-A,intron_variant,colorectal cancer
15,66707779,rs3809570-A,non_coding_transcript_exon_variant,colorectal cancer
15,67110486,rs56324967-C,intron_variant,colorectal cancer
15,67783360,rs77148098-A,intron_variant,colorectal cancer
15,72216458,rs8031386-A,intron_variant,colorectal cancer
15,90642059,rs71407320-T,synonymous_variant,colorectal cancer
16,68710036,rs9924886-C,intron_variant,colorectal cancer
16,80002943,rs3936188-G,intergenic_variant,colorectal cancer
8,116611854,rs2450115-C,intergenic_variant,colorectal cancer
8,116618444,rs16892766-C,intergenic_variant,colorectal cancer
8,116778675,rs117079142-A,intron_variant,colorectal cancer
8,127401060,rs6983267-T,non_coding_transcript_exon_variant,colorectal cancer
8,127402647,rs7013278-C,intron_variant,colorectal cancer
8,127569333,rs4733767-A,regulatory_region_variant,colorectal cancer
9,22105928,rs7859362-C,intron_variant,colorectal cancer
9,34107507,rs11557154-T,missense_variant,colorectal cancer
9,98917470,rs34405347-G,non_coding_transcript_exon_variant,colorectal cancer
9,107611538,rs10978941-T,intergenic_variant,colorectal cancer
9,110892374,rs10817106-C,intron_variant,colorectal cancer
9,133817346,rs7038489-T,intron_variant,colorectal cancer
9,134060541,rs11789898-T,intron_variant,colorectal cancer
10,8697617,rs11255841-A,intergenic_variant,colorectal cancer
10,28808013,rs1775910-C,non_coding_transcript_exon_variant,colorectal cancer
10,29002627,rs1773860-T,intergenic_variant,colorectal cancer
10,50886333,rs10821905-A,intergenic_variant,colorectal cancer
10,79059375,rs704017-G,intron_variant,colorectal cancer
10,79288854,rs1782645-T,intron_variant,colorectal cancer
10,89814867,rs7071258-A,intergenic_variant,colorectal cancer
10,99530544,rs6584283-C,intron_variant,colorectal cancer
10,99584506,rs35564340-A,regulatory_region_variant,colorectal cancer
10,112520943,rs12241008-C,intron_variant,colorectal cancer
10,112967084,rs11196172-A,intron_variant,colorectal cancer
11,10310117,rs4444073-C,intron_variant,colorectal cancer
3,66393906,rs67550176-C,intron_variant,colorectal cancer
3,113185041,rs13086367-G,intergenic_variant,colorectal cancer
3,113198071,rs12635946-T,intergenic_variant,colorectal cancer
3,113280713,rs72942485-A,intron_variant,colorectal cancer
3,133982275,rs10049390-A,intron_variant,colorectal cancer
3,134029945,rs113569514-C,intron_variant,colorectal cancer
3,169774313,rs10936599-T,missense_variant,colorectal cancer
4,94016709,rs280097-C,intergenic_variant,colorectal cancer
4,105210053,rs2007403-T,intron_variant,colorectal cancer
4,114581250,rs2388976-A,intergenic_variant,colorectal cancer
4,144737912,rs11727676-C,synonymous_variant,colorectal cancer
4,150580056,rs10006803-C,non_coding_transcript_exon_variant,colorectal cancer
4,174499372,rs1426947-C,intron_variant,colorectal cancer
5,1240883,rs77776598-C,intron_variant,colorectal cancer
5,1296371,rs2735940-G,intergenic_variant,colorectal cancer
5,40090682,rs55810369-T,intergenic_variant,colorectal cancer
7,73752929,rs12539962-T,intergenic_variant,colorectal cancer
7,99879803,rs2527927-A,intron_variant,colorectal cancer
6,45604334,rs57939401-A,intron_variant,colorectal cancer
6,55712416,rs2208603-C,intergenic_variant,colorectal cancer
6,55847326,rs62404966-T,intron_variant,colorectal cancer
6,55856504,rs6912214-C,intron_variant,colorectal cancer
6,105519019,rs6928864-A,intron_variant,colorectal cancer
6,106034738,rs145997965-C,intron_variant,colorectal cancer
6,117487868,rs6911915-C,intron_variant,colorectal cancer
16,86220445,rs847208-A,intergenic_variant,colorectal cancer
16,86304682,rs7206216-T,intergenic_variant,colorectal cancer
16,86670343,rs62042090-T,intergenic_variant,colorectal cancer
17,906403,rs4968127-A,intron_variant,colorectal cancer
17,932131,rs11247566-G,intron_variant,colorectal cancer
17,10803924,rs1078643-A,missense_variant,colorectal cancer
17,72417112,rs983318-A,intron_variant,colorectal cancer
17,83095585,rs35204860-C,intergenic_variant,colorectal cancer
18,3616780,rs1791373-A,intron_variant,colorectal cancer
18,48925957,rs2337113-G,intron_variant,colorectal cancer
19,5840915,rs10409772-A,intergenic_variant,colorectal cancer
19,16306387,rs34797592-T,intron_variant,colorectal cancer
19,33029021,rs28840750-G,intron_variant,colorectal cancer
19,41354391,rs1800469-G,intron_variant,colorectal cancer
19,48715345,rs12979278-T,synonymous_variant,colorectal cancer
19,58506273,rs11670192-A,intron_variant,colorectal cancer
20,6395834,rs966816-A,regulatory_region_variant,colorectal cancer
20,6622975,rs994308-T,intergenic_variant,colorectal cancer
20,6718948,rs4813802-G,regulatory_region_variant,colorectal cancer
20,6781574,rs28488-T,intergenic_variant,colorectal cancer
20,7831703,rs2423279-C,intergenic_variant,colorectal cancer
20,34599326,rs6059938-A,intron_variant,colorectal cancer
20,43904181,rs6065668-T,regulatory_region_variant,colorectal cancer
20,44029634,rs6017248-C,intron_variant,colorectal cancer
20,48723580,rs6066825-G,intron_variant,colorectal cancer
20,50370030,rs6012915-T,intergenic_variant,colorectal cancer
20,50443654,rs6095946-T,intergenic_variant,colorectal cancer
20,50639748,rs6091189-T,intron_variant,colorectal cancer
20,57256147,rs6014965-G,intron_variant,colorectal cancer
20,62357358,rs1741640-C,intron_variant,colorectal cancer
20,63677259,rs2738783-G,intron_variant,colorectal cancer
21,46352525,rs9983528-A,intron_variant,colorectal cancer
22,29010088,rs4616575-G,intron_variant,colorectal cancer
22,39248268,rs130651-A,intron_variant,colorectal cancer
22,43293536,rs5751474-A,intron_variant,colorectal cancer
22,43382425,rs34256596-A,intergenic_variant,colorectal cancer
22,45349348,rs9614460-G,intron_variant,colorectal cancer
22,45968311,rs9330814-T,intron_variant,colorectal cancer
12,4279105,rs3217810-T,intron_variant,"colorectal cancer, colorectal adenoma"
14,53952388,rs35107139-C,intron_variant,"colorectal cancer, colorectal adenoma"
12,4259441,rs35808169-C,intron_variant,"colorectal cancer, colorectal adenoma"
20,6718948,rs4813802-G,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
17,906403,rs4968127-G,intron_variant,"colorectal cancer, colorectal adenoma"
20,50438781,rs6063514-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
16,86670343,rs62042090-T,intergenic_variant,"colorectal cancer, colorectal adenoma"
6,55847326,rs62404966-C,intron_variant,"colorectal cancer, colorectal adenoma"
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,"colorectal cancer, colorectal adenoma"
10,79059375,rs704017-G,intron_variant,"colorectal cancer, colorectal adenoma"
11,74568967,rs7121958-G,intron_variant,"colorectal cancer, colorectal adenoma"
12,115453117,rs7300312-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
10,50888694,rs10821907-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
18,48926786,rs11874392-A,intron_variant,"colorectal cancer, colorectal adenoma"
12,50777307,rs12372718-G,intron_variant,"colorectal cancer, colorectal adenoma"
4,94017467,rs13149359-A,intergenic_variant,"colorectal cancer, colorectal adenoma"
6,35601785,rs16878812-A,intron_variant,"colorectal cancer, colorectal adenoma"
15,32700910,rs16969681-T,TF_binding_site_variant,"colorectal cancer, colorectal adenoma"
1,221939292,rs17011141-G,intron_variant,"colorectal cancer, colorectal adenoma"
20,62357358,rs1741640-C,intron_variant,"colorectal cancer, colorectal adenoma"
11,61781553,rs174533-G,intron_variant,"colorectal cancer, colorectal adenoma"
19,41365668,rs1963413-A,intron_variant,"colorectal cancer, colorectal adenoma"
19,33029021,rs28840750-T,intron_variant,"colorectal cancer, colorectal adenoma"
11,111286111,rs3087967-T,3_prime_UTR_variant,"colorectal cancer, colorectal adenoma"
8,116617172,rs3133285-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
3,133982275,rs10049390-A,intron_variant,"colorectal cancer, colorectal adenoma"
17,10803924,rs1078643-A,missense_variant,"colorectal cancer, colorectal adenoma"
9,110909123,rs10980628-C,intron_variant,"colorectal cancer, colorectal adenoma"
12,42740389,rs11610543-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
4,144737912,rs11727676-C,synonymous_variant,"colorectal cancer, colorectal adenoma"
1,54780362,rs12144319-C,3_prime_UTR_variant,"colorectal cancer, colorectal adenoma"
4,105207603,rs1391441-A,intron_variant,"colorectal cancer, colorectal adenoma"
5,98870378,rs145364999-T,intron_variant,"colorectal cancer, colorectal adenoma"
9,22103184,rs1537372-G,intron_variant,"colorectal cancer, colorectal adenoma"
20,63677259,rs2738783-T,intron_variant,"colorectal cancer, colorectal adenoma"
9,98917470,rs34405347-T,non_coding_transcript_exon_variant,"colorectal cancer, colorectal adenoma"
19,16306387,rs34797592-T,intron_variant,"colorectal cancer, colorectal adenoma"
1,37990219,rs4360494-G,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
2,159108040,rs448513-C,intron_variant,"colorectal cancer, colorectal adenoma"
12,57139907,rs4759277-A,intron_variant,"colorectal cancer, colorectal adenoma"
20,44037835,rs6031311-T,intron_variant,"colorectal cancer, colorectal adenoma"
19,58567729,rs73068325-T,intron_variant,"colorectal cancer, colorectal adenoma"
13,36887873,rs7333607-G,intron_variant,"colorectal cancer, colorectal adenoma"
13,110423534,rs8000189-T,intron_variant,"colorectal cancer, colorectal adenoma"
17,72417112,rs983318-A,intron_variant,"colorectal cancer, colorectal adenoma"
16,80009361,rs9930005-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
10,99555409,rs10786560-G,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
12,6297738,rs10849433-C,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
6,31042408,rs116353863-C,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
8,127402647,rs7013278-T,intron_variant,"colorectal cancer, colorectal adenoma"
8,116778675,rs117079142-A,intron_variant,"colorectal cancer, colorectal adenoma"
10,8621912,rs12217641-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
16,86218938,rs12447408-A,intergenic_variant,"colorectal cancer, colorectal adenoma"
10,79286508,rs1250567-C,intron_variant,"colorectal cancer, colorectal adenoma"
14,58741719,rs8020436-A,intron_variant,"colorectal cancer, colorectal adenoma"
20,6622975,rs994308-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
20,7760329,rs11087784-G,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
3,113185041,rs13086367-A,intergenic_variant,"colorectal cancer, colorectal adenoma"
6,55701310,rs13204733-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
12,114662909,rs1427760-C,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
15,32864185,rs17816465-A,intron_variant,"colorectal cancer, colorectal adenoma"
13,73423824,rs1924816-A,intron_variant,"colorectal cancer, colorectal adenoma"
15,32718535,rs2293581-A,5_prime_UTR_variant,"colorectal cancer, colorectal adenoma"
6,31481843,rs2516420-C,intron_variant,"colorectal cancer, colorectal adenoma"
20,6781574,rs28488-T,intergenic_variant,"colorectal cancer, colorectal adenoma"
12,4291642,rs3217874-T,intron_variant,"colorectal cancer, colorectal adenoma"
17,82436680,rs373585858-A,synonymous_variant,"colorectal cancer, colorectal adenoma"
8,127559610,rs4313119-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
13,73075014,rs45597035-A,intron_variant,"colorectal cancer, colorectal adenoma"
14,53978439,rs4901473-G,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
3,40873748,rs35470271-G,intron_variant,"colorectal cancer, colorectal adenoma"
2,218326533,rs3731861-T,intron_variant,"colorectal cancer, colorectal adenoma"
5,135131530,rs4976270-C,intron_variant,"colorectal cancer, colorectal adenoma"
12,117325504,rs55990915-A,intron_variant,"colorectal cancer, colorectal adenoma"
15,32709533,rs58658771-A,intergenic_variant,"colorectal cancer, colorectal adenoma"
12,111535554,rs597808-G,intron_variant,"colorectal cancer, colorectal adenoma"
20,34625392,rs6058093-C,intron_variant,"colorectal cancer, colorectal adenoma"
20,48723580,rs6066825-A,intron_variant,"colorectal cancer, colorectal adenoma"
1,183033504,rs6678517-A,intron_variant,"colorectal cancer, colorectal adenoma"
3,66314739,rs6781752-A,intron_variant,"colorectal cancer, colorectal adenoma"
14,53990513,rs7160450-T,intergenic_variant,"colorectal cancer, colorectal adenoma"
6,36655602,rs9470361-A,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
3,169799648,rs9876206-C,intron_variant,"colorectal cancer, colorectal adenoma"
16,68710036,rs9924886-A,intron_variant,"colorectal cancer, colorectal adenoma"
7,45096824,rs12672022-T,intergenic_variant,"colorectal cancer, colorectal adenoma"
14,58722643,rs17094983-G,intron_variant,"colorectal cancer, colorectal adenoma"
11,101785666,rs2186607-T,intron_variant,"colorectal cancer, colorectal adenoma"
15,67110486,rs56324967-C,intron_variant,"colorectal cancer, colorectal adenoma"
3,113280713,rs72942485-G,intron_variant,"colorectal cancer, colorectal adenoma"
17,83104098,rs75954926-G,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
13,73217417,rs78341008-C,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
6,32625303,rs9271695-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
2,198916862,rs983402-T,intron_variant,"colorectal cancer, colorectal adenoma"
11,100846405,rs55864876-G,intron_variant,"colorectal cancer, colorectal adenoma"
20,50367160,rs6067417-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
20,50639748,rs6091189-T,intron_variant,"colorectal cancer, colorectal adenoma"
11,74716876,rs61389091-C,intron_variant,"colorectal cancer, colorectal adenoma"
8,116620726,rs6469654-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
6,31347735,rs116685461-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
17,911003,rs73975586-A,non_coding_transcript_exon_variant,"colorectal cancer, colorectal adenoma"
2,198747683,rs11884596-C,intron_variant,"colorectal cancer, colorectal adenoma"
5,40102341,rs7708610-A,intergenic_variant,"colorectal cancer, colorectal adenoma"
5,1240089,rs78368589-T,intron_variant,"colorectal cancer, colorectal adenoma"
11,74698032,rs7946853-C,intron_variant,"colorectal cancer, colorectal adenoma"
7,46054491,rs80077929-T,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
15,66714680,rs12594720-C,intron_variant,"colorectal cancer, colorectal adenoma"
15,32700635,rs12708491-G,TF_binding_site_variant,"colorectal cancer, colorectal adenoma"
10,99591947,rs11190164-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
10,112962862,rs11196170-A,intron_variant,"colorectal cancer, colorectal adenoma"
10,8697617,rs11255841-T,intergenic_variant,"colorectal cancer, colorectal adenoma"
16,86305709,rs12149163-T,intergenic_variant,"colorectal cancer, colorectal adenoma"
10,112528860,rs12246635-C,intron_variant,"colorectal cancer, colorectal adenoma"
5,40279974,rs12514517-A,intergenic_variant,"colorectal cancer, colorectal adenoma"
8,116618444,rs16892766-C,intergenic_variant,"colorectal cancer, colorectal adenoma"
20,6395810,rs189583-G,regulatory_region_variant,"colorectal cancer, colorectal adenoma"
12,6312008,rs2250430-T,intron_variant,"colorectal cancer, colorectal adenoma"
5,1296371,rs2735940-G,intergenic_variant,"colorectal cancer, colorectal adenoma"
3,170412314,rs10936632-A,intron_variant,prostate carcinoma
5,1279913,rs2242652-G,intron_variant,prostate carcinoma
2,85567174,rs10187424-A,intron_variant,prostate carcinoma
2,237478585,rs7584330-C,intergenic_variant,prostate carcinoma
3,141383991,rs6763931-T,intron_variant,prostate carcinoma
5,44365443,rs2121875-G,intron_variant,prostate carcinoma
6,31150734,rs130067-G,missense_variant,prostate carcinoma
12,49282227,rs10875943-C,intergenic_variant,prostate carcinoma
19,41479679,rs11672691-G,non_coding_transcript_exon_variant,prostate carcinoma
19,41479679,rs11672691-G,non_coding_transcript_exon_variant,prostate carcinoma
22,40040969,rs11704416-C,3_prime_UTR_variant,prostate carcinoma
22,40040969,rs11704416-C,3_prime_UTR_variant,prostate carcinoma
10,102654464,rs3850699-A,non_coding_transcript_exon_variant,prostate carcinoma
11,102530930,rs11568818-A,regulatory_region_variant,prostate carcinoma
17,715725,rs684232-G,intron_variant,prostate carcinoma
20,62440555,rs2427345-G,intron_variant,prostate carcinoma
2,9977740,rs11902236-A,intron_variant,prostate carcinoma
2,241443449,rs3771570-A,3_prime_UTR_variant,prostate carcinoma
3,113556777,rs7611694-A,intron_variant,prostate carcinoma
4,73483441,rs1894292-G,intron_variant,prostate carcinoma
5,173512423,rs6869841-A,intergenic_variant,prostate carcinoma
6,108963986,rs2273669-G,intron_variant,prostate carcinoma
6,153119944,rs1933488-A,intron_variant,prostate carcinoma
7,20954872,rs12155172-A,intron_variant,prostate carcinoma
8,26034626,rs11135910-A,intron_variant,prostate carcinoma
12,114247766,rs1270884-A,intergenic_variant,prostate carcinoma
14,52905612,rs8008270-G,intron_variant,prostate carcinoma
14,68660027,rs7141529-G,intron_variant,prostate carcinoma
17,49267824,rs11650494-A,intron_variant,prostate carcinoma
18,79013973,rs7241993-G,intergenic_variant,prostate carcinoma
1,154861707,rs1218582-G,intron_variant,prostate carcinoma
1,204549714,rs4245739-A,3_prime_UTR_variant,prostate carcinoma
6,32224554,rs3096702-A,intergenic_variant,prostate carcinoma
20,63731211,rs6062509-A,intron_variant,prostate carcinoma
1,205788696,rs1775148-C,intergenic_variant,prostate carcinoma
6,75786165,rs9443189-G,intron_variant,prostate carcinoma
14,60655808,rs7153648-C,intron_variant,prostate carcinoma
16,71657426,rs12051443-A,intron_variant,prostate carcinoma
20,50911385,rs12480328-T,intron_variant,prostate carcinoma
21,41529494,rs1041449-G,intron_variant,prostate carcinoma
1,150685811,rs17599629-G,intron_variant,prostate carcinoma
2,10570604,rs9287719-C,3_prime_UTR_variant,prostate carcinoma
4,72989536,rs10009409-T,intergenic_variant,prostate carcinoma
6,11218797,rs4713266-C,intron_variant,prostate carcinoma
7,3384674,rs115457135-A,intron_variant,prostate carcinoma
7,78452115,rs115306967-G,intron_variant,prostate carcinoma
7,47397647,rs56232506-A,intron_variant,prostate carcinoma
9,22041999,rs17694493-G,intron_variant,prostate carcinoma
10,45587537,rs76934034-T,intron_variant,prostate carcinoma
11,113936459,rs11214775-G,intron_variant,prostate carcinoma
12,48025835,rs80130819-A,regulatory_region_variant,prostate carcinoma
14,70625539,rs8014671-G,intron_variant,prostate carcinoma
20,50911385,rs12480328-T,intron_variant,prostate carcinoma
21,41529494,rs1041449-G,intron_variant,prostate carcinoma
1,10496040,rs636291-A,intron_variant,prostate carcinoma
1,150685811,rs17599629-G,intron_variant,prostate carcinoma
2,10570604,rs9287719-C,3_prime_UTR_variant,prostate carcinoma
4,72989536,rs10009409-T,intergenic_variant,prostate carcinoma
6,11218797,rs4713266-C,intron_variant,prostate carcinoma
7,3384674,rs115457135-A,intron_variant,prostate carcinoma
7,78452115,rs115306967-G,intron_variant,prostate carcinoma
7,47397647,rs56232506-A,intron_variant,prostate carcinoma
9,22041999,rs17694493-G,intron_variant,prostate carcinoma
10,45587537,rs76934034-T,intron_variant,prostate carcinoma
11,113936459,rs11214775-G,intron_variant,prostate carcinoma
12,48025835,rs80130819-A,regulatory_region_variant,prostate carcinoma
14,70625539,rs8014671-G,intron_variant,prostate carcinoma
12,114247766,rs1270884-A,intergenic_variant,prostate carcinoma
14,52905612,rs8008270-C,intron_variant,prostate carcinoma
14,70625539,rs8014671-G,intron_variant,prostate carcinoma
17,715725,rs684232-C,intron_variant,prostate carcinoma
17,48728343,rs138213197-T,missense_variant,prostate carcinoma
17,49267824,rs11650494-A,intron_variant,prostate carcinoma
18,79013973,rs7241993-C,intergenic_variant,prostate carcinoma
19,38244973,rs8102476-C,intron_variant,prostate carcinoma
19,50861367,rs2735839-G,intergenic_variant,prostate carcinoma
20,62440555,rs2427345-C,intron_variant,prostate carcinoma
22,43104206,rs5759167-G,TF_binding_site_variant,prostate carcinoma
2,8456993,rs62106670-T,intron_variant,prostate carcinoma
2,66425753,rs74702681-T,intergenic_variant,prostate carcinoma
2,111135519,rs11691517-T,intron_variant,prostate carcinoma
2,173369819,rs34925593-C,intergenic_variant,prostate carcinoma
3,107243674,rs1283104-G,intron_variant,prostate carcinoma
3,152286413,rs182314334-T,intron_variant,prostate carcinoma
5,44365443,rs2121875-C,intron_variant,prostate carcinoma
6,11218797,rs4713266-C,intron_variant,prostate carcinoma
20,53838666,rs6091758-G,intergenic_variant,prostate carcinoma
9,129813781,rs1182-A,3_prime_UTR_variant,prostate carcinoma
12,132491403,rs7295014-G,intron_variant,prostate carcinoma
6,153119944,rs1933488-A,intron_variant,prostate carcinoma
6,160412632,rs9364554-T,intron_variant,prostate carcinoma
7,20954872,rs12155172-A,intron_variant,prostate carcinoma
7,27936944,rs10486567-G,intron_variant,prostate carcinoma
7,47397647,rs56232506-A,intron_variant,prostate carcinoma
7,98187015,rs6465657-C,intron_variant,prostate carcinoma
8,23581462,rs2928679-A,intergenic_variant,prostate carcinoma
8,26034626,rs11135910-T,intron_variant,prostate carcinoma
8,127091872,rs183373024-G,non_coding_transcript_exon_variant,prostate carcinoma
8,127472793,rs1447295-A,intron_variant,prostate carcinoma
9,22041999,rs17694493-G,intron_variant,prostate carcinoma
10,45587537,rs76934034-T,intron_variant,prostate carcinoma
10,46046326,rs10993994-T,5_prime_UTR_variant,prostate carcinoma
10,102654464,rs3850699-A,non_coding_transcript_exon_variant,prostate carcinoma
10,125008303,rs4962416-C,intron_variant,prostate carcinoma
11,69227030,rs7931342-G,intergenic_variant,prostate carcinoma
11,102530930,rs11568818-T,regulatory_region_variant,prostate carcinoma
11,113936459,rs11214775-G,intron_variant,prostate carcinoma
12,48025835,rs80130819-A,regulatory_region_variant,prostate carcinoma
12,49282227,rs10875943-C,intergenic_variant,prostate carcinoma
11,7526356,rs61890184-A,intron_variant,prostate carcinoma
12,14263984,rs10845938-G,intergenic_variant,prostate carcinoma
6,34825347,rs9469899-A,intron_variant,prostate carcinoma
19,42196795,rs61088131-T,intergenic_variant,prostate carcinoma
20,53838666,rs6091758-G,intergenic_variant,prostate carcinoma
18,55563628,rs28607662-C,intron_variant,prostate carcinoma
16,57620664,rs11863709-C,intron_variant,prostate carcinoma
2,111135519,rs11691517-T,intron_variant,prostate carcinoma
9,129813781,rs1182-A,3_prime_UTR_variant,prostate carcinoma
5,134500518,rs10793821-T,intergenic_variant,prostate carcinoma
16,57619621,rs11859370-T,intron_variant,prostate carcinoma
2,111146954,rs56366063-C,intron_variant,prostate carcinoma
6,170160655,rs138004030-G,non_coding_transcript_exon_variant,prostate carcinoma
12,132563775,rs111599055-C,intron_variant,prostate carcinoma
6,19628196,rs77777548-G,intron_variant,prostate carcinoma
12,14263984,rs10845938-G,intergenic_variant,prostate carcinoma
19,17103263,rs11666569-C,non_coding_transcript_exon_variant,prostate carcinoma
9,19055967,rs1048169-C,3_prime_UTR_variant,prostate carcinoma
6,30105999,rs7767188-A,intron_variant,prostate carcinoma
6,31150734,rs130067-G,missense_variant,prostate carcinoma
6,32224554,rs3096702-A,intergenic_variant,prostate carcinoma
6,32433162,rs3129859-G,intergenic_variant,prostate carcinoma
6,108963986,rs2273669-G,intron_variant,prostate carcinoma
3,169375312,rs142436749-G,intron_variant,prostate carcinoma
5,134500518,rs10793821-T,intergenic_variant,prostate carcinoma
12,132563775,rs111599055-C,intron_variant,prostate carcinoma
3,87061524,rs2660753-T,intergenic_variant,prostate carcinoma
3,113556777,rs7611694-A,intron_variant,prostate carcinoma
3,128319530,rs10934853-A,intron_variant,prostate carcinoma
3,141383991,rs6763931-A,intron_variant,prostate carcinoma
3,170412314,rs10936632-A,intron_variant,prostate carcinoma
4,72989536,rs10009409-T,intergenic_variant,prostate carcinoma
4,73483441,rs1894292-G,intron_variant,prostate carcinoma
4,94641726,rs17021918-C,intron_variant,prostate carcinoma
4,105140377,rs7679673-C,intron_variant,prostate carcinoma
16,57619621,rs11859370-T,intron_variant,prostate carcinoma
2,111146954,rs56366063-C,intron_variant,prostate carcinoma
1,154861707,rs1218582-G,intron_variant,prostate carcinoma
12,52880120,rs902774-A,regulatory_region_variant,prostate carcinoma
14,68660027,rs7141529-C,intron_variant,prostate carcinoma
17,37738049,rs4430796-A,intron_variant,prostate carcinoma
17,71112612,rs1859962-G,intron_variant,prostate carcinoma
19,41479679,rs11672691-G,non_coding_transcript_exon_variant,prostate carcinoma
20,63731211,rs6062509-T,intron_variant,prostate carcinoma
1,10496040,rs636291-A,intron_variant,prostate carcinoma
1,150685811,rs17599629-G,intron_variant,prostate carcinoma
1,204549714,rs4245739-A,3_prime_UTR_variant,prostate carcinoma
2,9977740,rs11902236-T,intron_variant,prostate carcinoma
2,10570604,rs9287719-C,3_prime_UTR_variant,prostate carcinoma
2,20678393,rs9306895-C,3_prime_UTR_variant,prostate carcinoma
2,43326810,rs1465618-T,intron_variant,prostate carcinoma
2,62904596,rs721048-A,intron_variant,prostate carcinoma
2,85567174,rs10187424-T,intron_variant,prostate carcinoma
2,172446825,rs12621278-A,intron_variant,prostate carcinoma
2,237534583,rs2292884-G,missense_variant,prostate carcinoma
2,241443449,rs3771570-T,3_prime_UTR_variant,prostate carcinoma
5,1279913,rs2242652-G,intron_variant,prostate carcinoma
5,178541914,rs4976790-T,intron_variant,prostate carcinoma
6,30633455,rs12665339-G,intron_variant,prostate carcinoma
6,33020918,rs9296068-T,intergenic_variant,prostate carcinoma
6,34825347,rs9469899-A,intron_variant,prostate carcinoma
6,43726861,rs4711748-T,intron_variant,prostate carcinoma
7,40835593,rs17621345-A,intron_variant,prostate carcinoma
9,19055967,rs1048169-C,3_prime_UTR_variant,prostate carcinoma
9,34049781,rs10122495-T,non_coding_transcript_exon_variant,prostate carcinoma
9,129813781,rs1182-A,3_prime_UTR_variant,prostate carcinoma
10,88435392,rs1935581-C,intron_variant,prostate carcinoma
10,112952395,rs7094871-G,intron_variant,prostate carcinoma
11,1486282,rs1881502-T,intron_variant,prostate carcinoma
11,67184494,rs12785905-C,intron_variant,prostate carcinoma
11,108272729,rs1800057-G,missense_variant,prostate carcinoma
11,125184897,rs138466039-T,intron_variant,prostate carcinoma
11,134396478,rs878987-G,intron_variant,prostate carcinoma
12,12718165,rs2066827-T,missense_variant,prostate carcinoma
12,14263984,rs10845938-G,intergenic_variant,prostate carcinoma
12,64619044,rs7968403-T,intron_variant,prostate carcinoma
12,132491403,rs7295014-G,intron_variant,prostate carcinoma
14,22836440,rs1004030-T,regulatory_region_variant,prostate carcinoma
14,36669089,rs11629412-C,intron_variant,prostate carcinoma
15,40630717,rs4924487-C,intron_variant,prostate carcinoma
15,56093670,rs33984059-A,missense_variant,prostate carcinoma
16,57620664,rs11863709-C,intron_variant,prostate carcinoma
17,7899800,rs28441558-C,intron_variant,prostate carcinoma
17,31771730,rs142444269-C,intergenic_variant,prostate carcinoma
17,58378759,rs2680708-G,intron_variant,prostate carcinoma
18,54246103,rs8093601-C,intergenic_variant,prostate carcinoma
18,55563628,rs28607662-C,intron_variant,prostate carcinoma
18,59079083,rs12956892-T,intergenic_variant,prostate carcinoma
18,75324210,rs10460109-T,intergenic_variant,prostate carcinoma
19,17103263,rs11666569-C,non_coding_transcript_exon_variant,prostate carcinoma
19,31676897,rs118005503-G,intergenic_variant,prostate carcinoma
